60	668.2
61	719.337
62	776.968
63	837.005
64	907.058
65	963.463
66	1016.42
67	1068.61
68	1115.76
69	1163.71
70	1211.8
71	1258
72	1300.89
73	1346.26
74	1389.3
75	1431.41
76	1470.25
77	1511.83
78	1551.14
79	1592.14
80	1632.53
81	1669.97
82	1706.86
83	1744.64
84	1780.92
85	1817.39
86	1852.01
87	1887.05
88	1921.91
89	1956.54
90	1991.72
91	2025.23
92	2057.69
93	2089.99
94	2123.28
95	2155.71
96	2180.7
97	2211.9
98	2241.39
99	2271.68
100	2302.07
101	2331.09
102	2360.12
103	2389.14
104	2418.17
105	2447.19
106	2474.6
107	2502.02
108	2529.43
109	2556.84
110	2584.26
111	2610.5
112	2636.75
113	2662.99
114	2689.23
115	2715.48
116	2740.42
117	2765.36
118	2790.3
119	2815.25
120	2840.19
121	2863.94
122	2887.68
123	2911.43
124	2935.18
125	2958.93
126	2983.26
127	3007.59
128	3031.92
129	3056.26
130	3080.59
131	3102.55
132	3124.52
133	3146.48
134	3168.45
135	3190.42
136	3210.96
137	3231.5
138	3252.04
139	3272.59
